Job_ID,Job_Title,Company,Location,Experience_Years,Education,Employment_Type,Salary_Min_LPA,Salary_Max_LPA,Required_Skills,Soft_Skills,Programming_Languages,Technologies,Industry,Work_Mode,Job_Posting_Date,Candidate_ID,Resume_Skills,Certifications,Target_Role
JOB0217,AI Engineer,DataSphere Analytics,Gurugram,7,Master's Degree,Full-time,12.3,15.1,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, JavaScript, Excel","Leadership, Adaptability, Analytical Thinking","Python, JavaScript","Power BI, Spark, Docker",Retail,Remote,2026-09-24,CAND0217,"JavaScript, NLP, Deep Learning",None,AI Engineer
JOB0218,Software Developer,BlueOrbit Technologies,Pune,3,Any Graduate,Full-time,6.7,10.7,"Java, Python, SQL, Git, REST API, OOP, React, JavaScript","Problem Solving, Collaboration, Leadership","Java, Python, SQL, JavaScript","Docker, PyTorch, Kubernetes",IT Services,Onsite,2026-08-26,CAND0218,"SQL, Git, JavaScript, REST API, Java, OOP",Microsoft Power BI,Software Developer
JOB0219,DevOps Engineer,Quantix Systems,Kolkata,1,B.Tech/B.E.,Contract,7.3,10.7,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, React, JavaScript","Collaboration, Adaptability, Communication",JavaScript,"Excel, AWS, PyTorch",Telecom,Remote,2026-07-16,CAND0219,"Docker, Linux, React, AWS",Google Data Analytics,DevOps Engineer
JOB0220,ML Engineer,BlueOrbit Technologies,Gurugram,6,Master's Degree,Internship,10.2,12.6,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Kubernetes, AWS","Communication, Critical Thinking, Teamwork","Python, SQL","Azure, React, Git",Manufacturing,Hybrid,2026-01-07,CAND0220,"Docker, SQL, Machine Learning, Python, Kubernetes, AWS",Microsoft Power BI,Data Analyst
JOB0221,AI Engineer,CodeCraft India,Kolkata,2,BCA/MCA,Contract,9.6,13.0,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, AWS, Power BI","Teamwork, Communication, Critical Thinking",Python,"Docker, AWS, Jira",EdTech,Remote,2026-01-17,CAND0221,"TensorFlow, Python, Machine Learning, NLP, AWS, Deep Learning, PyTorch",IBM Data Science,AI Engineer
JOB0222,DevOps Engineer,BlueOrbit Technologies,Bengaluru,6,Bachelor's Degree,Internship,9.6,11.2,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Spark, JavaScript","Time Management, Analytical Thinking, Collaboration",JavaScript,"Docker, Spark, Azure",Healthcare,Remote,2026-05-30,CAND0222,"CI/CD, Kubernetes, AWS, Linux, JavaScript",None,DevOps Engineer
JOB0223,Data Scientist,BlueOrbit Technologies,Gurugram,10,B.Tech/B.E.,Internship,12.1,15.7,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, C++, JavaScript","Leadership, Time Management, Teamwork","Python, SQL, C++, JavaScript","Power BI, Tableau, Databricks",Manufacturing,Remote,2026-09-24,CAND0223,"C++, NumPy, Machine Learning, Statistics, JavaScript",None,ML Engineer
JOB0224,Software Developer,NextGen Digital,Ahmedabad,0,Any Graduate,Contract,5.4,9.3,"Java, Python, SQL, Git, REST API, OOP, Databricks, C++","Communication, Teamwork, Analytical Thinking","Java, Python, SQL, C++","PyTorch, Databricks, Docker",Telecom,Remote,2026-06-07,CAND0224,"Java, OOP, Python, SQL",None,Software Developer
JOB0225,ML Engineer,Vertex AI,Mumbai,7,Any Graduate,Contract,11.8,14.7,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, React, Spark","Analytical Thinking, Communication, Teamwork","Python, SQL","React, Git, PyTorch",Banking,Onsite,2026-08-25,CAND0225,"Python, SQL, Machine Learning, PyTorch, React, TensorFlow",Google Data Analytics,AI Engineer
JOB0226,Web Developer,DataSphere Analytics,Gurugram,10,B.Tech/B.E.,Contract,9.3,13.3,"HTML, CSS, JavaScript, React, Git, REST API, Power BI, Excel","Critical Thinking, Time Management, Teamwork",JavaScript,"Spark, TensorFlow, AWS",FinTech,Hybrid,2026-07-31,CAND0226,"Power BI, CSS, Git, HTML, JavaScript, React, Excel",None,Data Analyst
JOB0227,Software Developer,DataSphere Analytics,Ahmedabad,4,B.Tech/B.E.,Full-time,7.8,12.0,"Java, Python, SQL, Git, REST API, OOP, AWS, JavaScript","Communication, Critical Thinking, Leadership","Java, Python, SQL, JavaScript","Jenkins, Jira, Spark",FinTech,Onsite,2026-03-15,CAND0227,"Git, SQL, JavaScript, REST API",AWS Certified,Web Developer
JOB0228,Data Analyst,NextGen Digital,Ahmedabad,3,BCA/MCA,Contract,5.3,8.4,"Python, SQL, Excel, Power BI, Tableau, Statistics, TensorFlow, Kubernetes","Teamwork, Time Management, Collaboration","Python, SQL","AWS, TensorFlow, Tableau",IT Services,Remote,2026-05-27,CAND0228,"Python, Tableau, Excel, SQL, Statistics",Azure Fundamentals,Data Analyst
JOB0229,Cloud Engineer,CloudPeak Systems,Mumbai,4,Master's Degree,Internship,9.0,11.3,"AWS, Azure, Docker, Kubernetes, Linux, Python, PyTorch, C++","Communication, Teamwork, Leadership","Python, C++","Power BI, Tableau, Docker",Consulting,Onsite,2026-01-26,CAND0229,"Kubernetes, Azure, AWS, Docker, Linux",IBM Data Science,Cloud Engineer
JOB0230,DevOps Engineer,BlueOrbit Technologies,Gurugram,2,B.Tech/B.E.,Full-time,8.4,12.0,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, JavaScript, Python","Problem Solving, Time Management, Collaboration","JavaScript, Python","Docker, AWS, Jenkins",Banking,Hybrid,2026-06-08,CAND0230,"Docker, JavaScript, AWS, Git, Python, Linux, CI/CD",Microsoft Power BI,Data Scientist
JOB0231,AI Engineer,DataSphere Analytics,Noida,3,Bachelor's Degree,Contract,9.7,12.6,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Power BI, AWS","Collaboration, Teamwork, Adaptability",Python,"TensorFlow, Spark, Kubernetes",Consulting,Remote,2026-09-18,CAND0231,"PyTorch, Power BI, Deep Learning, AWS",Microsoft Power BI,AI Engineer
JOB0232,Software Developer,DataSphere Analytics,Kolkata,10,Any Graduate,Contract,9.9,12.4,"Java, Python, SQL, Git, REST API, OOP, Kubernetes, PyTorch","Analytical Thinking, Teamwork, Adaptability","Java, Python, SQL","Kubernetes, AWS, TensorFlow",Consulting,Onsite,2026-09-07,CAND0232,"Kubernetes, PyTorch, Git, REST API, SQL, OOP, Java",Azure Fundamentals,Software Developer
JOB0233,Data Scientist,CodeCraft India,Kolkata,3,Master's Degree,Full-time,9.2,11.0,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Excel, Git","Leadership, Analytical Thinking, Problem Solving","Python, SQL","React, Excel, Git",EdTech,Hybrid,2026-07-19,CAND0233,"Python, Excel, SQL, Statistics",IBM Data Science,AI Engineer
JOB0234,Business Analyst,NextGen Digital,Mumbai,4,B.Tech/B.E.,Contract,6.9,10.9,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, TensorFlow, AWS","Adaptability, Analytical Thinking, Critical Thinking",SQL,"Docker, Databricks, Jira",Consulting,Remote,2026-02-26,CAND0234,"Excel, Power BI, Communication, AWS, Requirements Analysis",Google Data Analytics,Cloud Engineer
JOB0235,ML Engineer,BlueOrbit Technologies,Noida,1,B.Tech/B.E.,Full-time,8.4,12.7,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, C++, AWS","Problem Solving, Adaptability, Critical Thinking","Python, SQL, C++","Kubernetes, Excel, Jenkins",Telecom,Hybrid,2026-03-15,CAND0235,"TensorFlow, AWS, SQL, Machine Learning, Docker, Python",Azure Fundamentals,ML Engineer
JOB0236,ML Engineer,Quantix Systems,Delhi,3,Master's Degree,Internship,9.9,12.6,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, R, Jenkins","Analytical Thinking, Communication, Critical Thinking","Python, SQL, R","React, Kubernetes, Jenkins",Banking,Onsite,2026-05-02,CAND0236,"TensorFlow, PyTorch, Docker, Python",Azure Fundamentals,DevOps Engineer
JOB0237,AI Engineer,Quantix Systems,Kolkata,5,BCA/MCA,Internship,10.9,15.0,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, AWS, Docker","Communication, Analytical Thinking, Time Management",Python,"Excel, Power BI, Kubernetes",Manufacturing,Remote,2026-02-09,CAND0237,"Docker, PyTorch, Python, AWS, NLP",Microsoft Power BI,Software Developer
JOB0238,DevOps Engineer,BlueOrbit Technologies,Kolkata,3,B.Tech/B.E.,Internship,9.1,11.5,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Databricks, Java","Communication, Time Management, Adaptability",Java,"Jenkins, React, Power BI",EdTech,Hybrid,2026-02-01,CAND0238,"Linux, CI/CD, Git, Kubernetes",None,DevOps Engineer
JOB0239,ML Engineer,AlphaByte Labs,Bengaluru,6,BCA/MCA,Internship,10.5,13.8,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, AWS, JavaScript","Leadership, Critical Thinking, Teamwork","Python, SQL, JavaScript","Excel, Spark, Power BI",Banking,Onsite,2026-08-17,CAND0239,"Docker, Python, SQL, AWS, Machine Learning",Google Data Analytics,ML Engineer
JOB0240,DevOps Engineer,CloudPeak Systems,Gurugram,6,Master's Degree,Contract,9.7,12.3,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, PyTorch, R","Time Management, Critical Thinking, Analytical Thinking",R,"Excel, Spark, Azure",Consulting,Remote,2026-01-27,CAND0240,"Kubernetes, Docker, Git, R, Linux, CI/CD",IBM Data Science,DevOps Engineer
JOB0241,Data Engineer,CodeCraft India,Delhi,1,BCA/MCA,Contract,8.1,9.6,"Python, SQL, Spark, AWS, Docker, ETL, C++, PyTorch","Time Management, Teamwork, Problem Solving","Python, SQL, C++","Git, React, Docker",Manufacturing,Remote,2026-08-10,CAND0241,"C++, ETL, Spark, Docker, Python, AWS",IBM Data Science,Cloud Engineer
JOB0242,Software Developer,Quantix Systems,Pune,5,Master's Degree,Contract,8.5,10.9,"Java, Python, SQL, Git, REST API, OOP, Docker, Jenkins","Leadership, Time Management, Problem Solving","Java, Python, SQL","Azure, Power BI, Jira",Telecom,Onsite,2026-02-20,CAND0242,"Java, Docker, Jenkins",None,Data Analyst
JOB0243,DevOps Engineer,NextGen Digital,Delhi,5,Master's Degree,Internship,8.8,12.9,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, React, TensorFlow","Teamwork, Critical Thinking, Problem Solving",JavaScript,"Jenkins, Git, Excel",Banking,Hybrid,2026-04-05,CAND0243,"React, CI/CD, TensorFlow, Git",Google Data Analytics,DevOps Engineer
JOB0244,Data Scientist,BlueOrbit Technologies,Pune,3,B.Tech/B.E.,Internship,8.7,10.4,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Spark, Tableau","Adaptability, Leadership, Time Management","Python, SQL","Git, Tableau, Kubernetes",EdTech,Onsite,2026-04-02,CAND0244,"Machine Learning, Pandas, Python, Spark, SQL",None,DevOps Engineer
JOB0245,Data Scientist,Vertex AI,Kolkata,6,Bachelor's Degree,Internship,9.6,12.6,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, AWS, Spark","Critical Thinking, Collaboration, Leadership","Python, SQL","Docker, Jira, Jenkins",FinTech,Remote,2026-06-18,CAND0245,"Python, Statistics, Pandas",Google Data Analytics,Data Scientist
JOB0246,Data Analyst,DataSphere Analytics,Gurugram,6,BCA/MCA,Internship,7.3,10.5,"Python, SQL, Excel, Power BI, Tableau, Statistics, Java, Databricks","Leadership, Problem Solving, Time Management","Python, SQL, Java","Power BI, Docker, Git",Healthcare,Hybrid,2026-06-24,CAND0246,"Statistics, Databricks, Excel, Power BI, Python",IBM Data Science,Data Scientist
JOB0247,Data Engineer,Vertex AI,Pune,5,Any Graduate,Internship,9.3,13.5,"Python, SQL, Spark, AWS, Docker, ETL, TensorFlow, Jira","Time Management, Critical Thinking, Collaboration","Python, SQL","Jira, Excel, Kubernetes",IT Services,Onsite,2026-09-08,CAND0247,"AWS, SQL, Python, TensorFlow, ETL, Spark",AWS Certified,Data Engineer
JOB0248,Data Analyst,BlueOrbit Technologies,Kolkata,5,Bachelor's Degree,Full-time,6.7,8.8,"Python, SQL, Excel, Power BI, Tableau, Statistics, Jira, Java","Problem Solving, Communication, Teamwork","Python, SQL, Java","Git, Power BI, TensorFlow",FinTech,Hybrid,2026-01-10,CAND0248,"Java, Statistics, Tableau, SQL, Jira, Python, Excel",Azure Fundamentals,ML Engineer
JOB0249,ML Engineer,AlphaByte Labs,Hyderabad,6,Bachelor's Degree,Internship,10.3,13.6,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, AWS, JavaScript","Problem Solving, Analytical Thinking, Communication","Python, SQL, JavaScript","Tableau, TensorFlow, AWS",Consulting,Onsite,2026-03-12,CAND0249,"PyTorch, Python, Machine Learning, JavaScript, TensorFlow, Docker, SQL",IBM Data Science,ML Engineer
JOB0250,Business Analyst,CodeCraft India,Delhi,2,Master's Degree,Internship,6.1,8.0,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Kubernetes, JavaScript","Critical Thinking, Problem Solving, Teamwork","SQL, JavaScript","AWS, Git, TensorFlow",Retail,Hybrid,2026-02-15,CAND0250,"Kubernetes, JavaScript, SQL, Excel, Tableau, Communication, Power BI",Microsoft Power BI,Business Analyst
JOB0251,Software Developer,DataSphere Analytics,Ahmedabad,4,Bachelor's Degree,Internship,7.7,11.0,"Java, Python, SQL, Git, REST API, OOP, PyTorch, Tableau","Analytical Thinking, Leadership, Critical Thinking","Java, Python, SQL","Excel, Git, Jira",Healthcare,Hybrid,2026-04-09,CAND0251,"REST API, SQL, Git",None,Software Developer
JOB0252,Software Developer,Vertex AI,Delhi,5,BCA/MCA,Internship,8.5,11.4,"Java, Python, SQL, Git, REST API, OOP, Azure, TensorFlow","Critical Thinking, Communication, Collaboration","Java, Python, SQL","Jenkins, Power BI, Spark",E-Commerce,Onsite,2026-04-18,CAND0252,"SQL, OOP, Java, Azure",None,Business Analyst
JOB0253,AI Engineer,Vertex AI,Hyderabad,0,Master's Degree,Full-time,8.2,11.0,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, R, Azure","Teamwork, Critical Thinking, Time Management","Python, R","Kubernetes, Power BI, Docker",E-Commerce,Onsite,2026-05-02,CAND0253,"NLP, TensorFlow, Machine Learning, Deep Learning, Azure, Python, R",Azure Fundamentals,AI Engineer
JOB0254,AI Engineer,CloudPeak Systems,Pune,3,Master's Degree,Contract,9.9,12.0,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Kubernetes, Databricks","Adaptability, Problem Solving, Collaboration",Python,"PyTorch, Azure, TensorFlow",Telecom,Onsite,2026-05-24,CAND0254,"PyTorch, Machine Learning, Deep Learning, Kubernetes, Python",IBM Data Science,AI Engineer
JOB0255,DevOps Engineer,InnoSoft Technologies,Chennai,1,Master's Degree,Internship,8.0,11.0,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Spark, Jenkins","Leadership, Problem Solving, Time Management",Python,"Docker, Power BI, Jira",Manufacturing,Remote,2026-05-07,CAND0255,"Jenkins, Spark, AWS, Kubernetes",Azure Fundamentals,Data Analyst
JOB0256,Data Analyst,InnoSoft Technologies,Bengaluru,3,BCA/MCA,Contract,6.4,10.0,"Python, SQL, Excel, Power BI, Tableau, Statistics, JavaScript, Git","Leadership, Teamwork, Communication","Python, SQL, JavaScript","Kubernetes, Git, TensorFlow",E-Commerce,Remote,2026-07-28,CAND0256,"Git, Power BI, SQL",Microsoft Power BI,Data Analyst
JOB0257,DevOps Engineer,Quantix Systems,Mumbai,3,BCA/MCA,Contract,7.9,11.5,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Power BI, JavaScript","Time Management, Leadership, Adaptability",JavaScript,"Git, Tableau, React",Banking,Remote,2026-06-20,CAND0257,"CI/CD, JavaScript, AWS, Linux",None,Data Scientist
JOB0258,Cloud Engineer,CloudPeak Systems,Chennai,0,B.Tech/B.E.,Internship,6.9,9.8,"AWS, Azure, Docker, Kubernetes, Linux, Python, SQL, R","Teamwork, Critical Thinking, Analytical Thinking","Python, SQL, R","Excel, React, Jenkins",Healthcare,Remote,2026-04-15,CAND0258,"Python, Docker, Azure",Google Data Analytics,Cloud Engineer
JOB0259,Business Analyst,CodeCraft India,Chennai,4,Bachelor's Degree,Full-time,6.8,8.5,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Databricks, Git","Critical Thinking, Teamwork, Communication",SQL,"Docker, AWS, TensorFlow",FinTech,Onsite,2026-08-20,CAND0259,"Requirements Analysis, Tableau, Databricks, Communication, Excel",Google Data Analytics,AI Engineer
JOB0260,Web Developer,AlphaByte Labs,Noida,3,Master's Degree,Internship,6.5,9.6,"HTML, CSS, JavaScript, React, Git, REST API, Azure, TensorFlow","Communication, Time Management, Teamwork",JavaScript,"Tableau, Power BI, Excel",Healthcare,Remote,2026-08-31,CAND0260,"Git, React, REST API",IBM Data Science,Web Developer
JOB0261,Business Analyst,AlphaByte Labs,Delhi,5,Bachelor's Degree,Full-time,7.8,10.8,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Java, Jira","Analytical Thinking, Time Management, Leadership","SQL, Java","AWS, React, Databricks",Retail,Hybrid,2026-09-05,CAND0261,"Jira, Tableau, Power BI, Communication, SQL, Java, Excel",Google Data Analytics,Business Analyst
JOB0262,ML Engineer,AlphaByte Labs,Bengaluru,2,BCA/MCA,Contract,8.4,10.8,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Kubernetes, AWS","Collaboration, Problem Solving, Time Management","Python, SQL","TensorFlow, Tableau, Power BI",Consulting,Hybrid,2026-06-12,CAND0262,"AWS, TensorFlow, Kubernetes, Machine Learning",Google Data Analytics,ML Engineer
JOB0263,AI Engineer,DataSphere Analytics,Gurugram,0,Bachelor's Degree,Full-time,8.9,13.3,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Excel, Docker","Collaboration, Teamwork, Problem Solving",Python,"Power BI, Docker, React",Healthcare,Hybrid,2026-06-23,CAND0263,"PyTorch, TensorFlow, Deep Learning, Docker, Machine Learning",AWS Certified,DevOps Engineer
JOB0264,Data Scientist,BlueOrbit Technologies,Chennai,4,Any Graduate,Internship,9.0,12.1,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Git, Tableau","Collaboration, Communication, Analytical Thinking","Python, SQL","PyTorch, Docker, AWS",Consulting,Hybrid,2026-04-10,CAND0264,"Pandas, Python, Git, NumPy, Tableau",Microsoft Power BI,Data Scientist
JOB0265,Business Analyst,CloudPeak Systems,Kolkata,2,Any Graduate,Full-time,5.7,8.5,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, AWS, Jenkins","Problem Solving, Leadership, Collaboration",SQL,"Kubernetes, Jira, Spark",Banking,Onsite,2026-08-01,CAND0265,"SQL, Jenkins, Requirements Analysis, Tableau, Communication, AWS, Power BI",Azure Fundamentals,ML Engineer
JOB0266,Data Engineer,NextGen Digital,Kolkata,3,BCA/MCA,Contract,9.0,11.7,"Python, SQL, Spark, AWS, Docker, ETL, Azure, Power BI","Collaboration, Critical Thinking, Teamwork","Python, SQL","Power BI, Excel, Databricks",E-Commerce,Hybrid,2026-01-22,CAND0266,"Power BI, ETL, Docker, SQL, Azure, Python, AWS",AWS Certified,Web Developer
JOB0267,AI Engineer,CodeCraft India,Noida,3,BCA/MCA,Internship,9.9,13.5,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Azure, Jenkins","Critical Thinking, Teamwork, Problem Solving",Python,"Spark, Jenkins, React",IT Services,Hybrid,2026-09-04,CAND0267,"Python, Jenkins, Deep Learning, TensorFlow",Google Data Analytics,Data Scientist
JOB0268,DevOps Engineer,NextGen Digital,Ahmedabad,2,Bachelor's Degree,Internship,8.5,10.4,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Tableau, PyTorch","Leadership, Problem Solving, Adaptability",Python,"React, Excel, AWS",Retail,Hybrid,2026-05-29,CAND0268,"Linux, Kubernetes, Tableau, AWS",AWS Certified,DevOps Engineer
JOB0269,Web Developer,AlphaByte Labs,Bengaluru,1,Bachelor's Degree,Full-time,5.2,9.2,"HTML, CSS, JavaScript, React, Git, REST API, Spark, Jira","Problem Solving, Leadership, Adaptability",JavaScript,"Azure, Excel, Spark",Telecom,Remote,2026-07-30,CAND0269,"JavaScript, Git, Jira",Azure Fundamentals,Business Analyst
JOB0270,Cloud Engineer,CodeCraft India,Ahmedabad,3,BCA/MCA,Full-time,7.9,11.9,"AWS, Azure, Docker, Kubernetes, Linux, Python, PyTorch, Git","Time Management, Communication, Analytical Thinking",Python,"Jira, Tableau, Azure",E-Commerce,Remote,2026-08-15,CAND0270,"Git, Docker, PyTorch",Google Data Analytics,Cloud Engineer
JOB0271,Software Developer,DataSphere Analytics,Mumbai,2,Any Graduate,Internship,7.2,10.0,"Java, Python, SQL, Git, REST API, OOP, React, TensorFlow","Communication, Critical Thinking, Collaboration","Java, Python, SQL","Databricks, TensorFlow, Power BI",FinTech,Hybrid,2026-04-11,CAND0271,"Python, Java, Git",IBM Data Science,Software Developer
JOB0272,Data Analyst,CodeCraft India,Chennai,1,BCA/MCA,Full-time,5.2,8.5,"Python, SQL, Excel, Power BI, Tableau, Statistics, PyTorch, Java","Collaboration, Leadership, Time Management","Python, SQL, Java","React, Tableau, Jira",Telecom,Onsite,2026-05-23,CAND0272,"Excel, Statistics, Java, Python",Azure Fundamentals,Data Analyst
JOB0273,Software Developer,BlueOrbit Technologies,Pune,1,B.Tech/B.E.,Contract,6.4,7.9,"Java, Python, SQL, Git, REST API, OOP, Docker, React","Adaptability, Collaboration, Teamwork","Java, Python, SQL","Spark, Azure, Docker",FinTech,Hybrid,2026-04-05,CAND0273,"Git, REST API, OOP",None,AI Engineer
JOB0274,AI Engineer,InnoSoft Technologies,Ahmedabad,1,Master's Degree,Contract,9.4,13.0,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Azure, R","Adaptability, Leadership, Collaboration","Python, R","Tableau, Jira, Excel",Manufacturing,Remote,2026-08-16,CAND0274,"Python, R, Deep Learning, TensorFlow, Azure, Machine Learning, NLP",AWS Certified,AI Engineer
JOB0275,ML Engineer,DataSphere Analytics,Chennai,3,B.Tech/B.E.,Contract,8.9,11.7,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Power BI, Jira","Leadership, Adaptability, Communication","Python, SQL","Azure, Jira, Docker",Manufacturing,Hybrid,2026-03-28,CAND0275,"Machine Learning, Jira, PyTorch",IBM Data Science,ML Engineer
JOB0276,DevOps Engineer,CloudPeak Systems,Mumbai,3,Bachelor's Degree,Internship,8.7,13.1,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Excel, SQL","Communication, Teamwork, Leadership",SQL,"Git, Power BI, AWS",Consulting,Remote,2026-04-29,CAND0276,"Git, Docker, AWS, Linux, SQL, Excel",IBM Data Science,AI Engineer
JOB0277,Business Analyst,Quantix Systems,Ahmedabad,4,Bachelor's Degree,Full-time,6.3,8.0,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Docker, Jenkins","Adaptability, Teamwork, Leadership",SQL,"Kubernetes, PyTorch, Docker",Manufacturing,Hybrid,2026-06-25,CAND0277,"Jenkins, Docker, Tableau, SQL, Power BI, Requirements Analysis, Communication",None,AI Engineer
JOB0278,Data Analyst,CodeCraft India,Gurugram,5,Any Graduate,Internship,7.2,11.4,"Python, SQL, Excel, Power BI, Tableau, Statistics, Kubernetes, Git","Collaboration, Critical Thinking, Leadership","Python, SQL","Spark, Jira, AWS",Retail,Onsite,2026-02-26,CAND0278,"Git, Power BI, SQL, Excel",Microsoft Power BI,Data Engineer
JOB0279,Web Developer,AlphaByte Labs,Noida,4,Bachelor's Degree,Contract,6.2,10.6,"HTML, CSS, JavaScript, React, Git, REST API, Java, Databricks","Analytical Thinking, Collaboration, Leadership","JavaScript, Java","PyTorch, Power BI, Git",Healthcare,Onsite,2026-01-14,CAND0279,"HTML, Databricks, Git, Java, CSS",Google Data Analytics,Business Analyst
JOB0280,Web Developer,Vertex AI,Kolkata,7,Master's Degree,Contract,7.2,9.2,"HTML, CSS, JavaScript, React, Git, REST API, AWS, C++","Teamwork, Critical Thinking, Communication","JavaScript, C++","Jenkins, Git, Azure",Banking,Hybrid,2026-06-12,CAND0280,"REST API, HTML, React, C++, Git, CSS, AWS",Azure Fundamentals,Web Developer
JOB0281,Business Analyst,InnoSoft Technologies,Kolkata,3,Bachelor's Degree,Internship,6.4,9.4,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Kubernetes, Jenkins","Teamwork, Analytical Thinking, Problem Solving",SQL,"Tableau, React, Excel",Retail,Hybrid,2026-07-25,CAND0281,"Tableau, Power BI, Kubernetes",Microsoft Power BI,Data Analyst
JOB0282,Software Developer,TechNova Solutions,Ahmedabad,5,B.Tech/B.E.,Internship,7.6,11.5,"Java, Python, SQL, Git, REST API, OOP, Excel, AWS","Critical Thinking, Leadership, Analytical Thinking","Java, Python, SQL","Jira, Jenkins, Kubernetes",EdTech,Remote,2026-04-03,CAND0282,"OOP, Python, Git, AWS, SQL, REST API",Azure Fundamentals,Cloud Engineer
JOB0283,DevOps Engineer,Vertex AI,Delhi,4,BCA/MCA,Internship,8.7,10.6,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Java, Tableau","Problem Solving, Time Management, Analytical Thinking",Java,"React, Azure, Docker",Healthcare,Onsite,2026-04-15,CAND0283,"Git, Java, AWS, CI/CD",Google Data Analytics,DevOps Engineer
JOB0284,Software Developer,NextGen Digital,Ahmedabad,6,B.Tech/B.E.,Internship,8.0,11.0,"Java, Python, SQL, Git, REST API, OOP, Power BI, Kubernetes","Communication, Critical Thinking, Adaptability","Java, Python, SQL","Power BI, Databricks, Tableau",Banking,Remote,2026-05-13,CAND0284,"Power BI, OOP, Java, Python, REST API, Git",AWS Certified,Software Developer
JOB0285,Data Scientist,DataSphere Analytics,Hyderabad,5,Any Graduate,Full-time,10.4,13.1,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Jira, Jenkins","Analytical Thinking, Collaboration, Adaptability","Python, SQL","React, Jenkins, Docker",Healthcare,Hybrid,2026-09-12,CAND0285,"Pandas, Python, NumPy, Statistics",Google Data Analytics,Data Scientist
JOB0286,ML Engineer,CloudPeak Systems,Chennai,2,Master's Degree,Internship,8.7,11.4,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Azure, AWS","Analytical Thinking, Time Management, Communication","Python, SQL","Git, React, Power BI",IT Services,Remote,2026-05-23,CAND0286,"Python, PyTorch, Docker, TensorFlow, AWS, Machine Learning, SQL",IBM Data Science,ML Engineer
JOB0287,Software Developer,NextGen Digital,Delhi,2,Bachelor's Degree,Full-time,7.1,9.7,"Java, Python, SQL, Git, REST API, OOP, Spark, Jira","Time Management, Leadership, Adaptability","Java, Python, SQL","Databricks, AWS, Kubernetes",Banking,Remote,2026-07-21,CAND0287,"Git, Spark, Jira",Microsoft Power BI,Software Developer
JOB0288,Data Analyst,Vertex AI,Kolkata,1,Any Graduate,Internship,5.4,8.4,"Python, SQL, Excel, Power BI, Tableau, Statistics, Git, JavaScript","Analytical Thinking, Critical Thinking, Collaboration","Python, SQL, JavaScript","Power BI, Excel, Databricks",E-Commerce,Remote,2026-06-30,CAND0288,"Statistics, JavaScript, Power BI, Python, SQL, Excel",Microsoft Power BI,Data Analyst
